src:START_ID	dst:END_ID	type:TYPE	verb
669	670	REL	`were solubilized; was incubated`
274	146	REL	`formulated; demonstrated`
274	156	REL	`did not differ; was characterized; having`
274	146	REL	`did not differ; was characterized; having`
13	671	REL	`reported to inhibit`
13	0	REL	`reported to inhibit`
672	671	REL	`reported to inhibit`
672	0	REL	`reported to inhibit`
645	268	REL	`showed; accelerated`
645	50	REL	`showed; accelerated`
645	673	REL	`showed; accelerated`
55	249	REL	`were incorporated compared`
50	249	REL	`were incorporated compared`
1	25	REL	`serves; correlated`
0	110	REL	`can be seen; was identified`
0	107	REL	`can be seen; was identified`
0	115	REL	`can be seen; was identified`
1	118	REL	`served; represented`
1	106	REL	`served; represented`
1	244	REL	`served; represented`
1	114	REL	`showed; identifying`
1	0	REL	`showed; identifying`
52	376	REL	`correlated; measured`
52	122	REL	`correlated; measured`
160	165	REL	`have been shown to ameliorate`
169	165	REL	`have been shown to ameliorate`
152	674	REL	`may contribute to; are mediated`
152	462	REL	`may contribute to; are mediated`
625	227	REL	`are processed; examined`
1	239	REL	`improved; signaling`
1	36	REL	`improved; signaling`
307	268	REL	`sectioned; transferred`
331	141	REL	`transfected; silencing`
182	225	REL	`co; improved`
306	675	REL	`followed; disrupts`
360	675	REL	`followed; disrupts`
676	156	REL	`were identified; are known to be`
358	199	REL	`have not been identified; were reported to be`
1	0	REL	`showed; was; related`
1	108	REL	`showed; was; related`
1	0	REL	`made; to distinguish`
0	45	REL	`had; to distinguish`
1	0	REL	`had; to distinguish`
1	45	REL	`had; to distinguish`
1	96	REL	`is; related`
1	432	REL	`is; related`
225	306	REL	`was; fold`
20	25	REL	`has been questioned; has been reported to mediate`
267	25	REL	`has been questioned; has been reported to mediate`
1	25	REL	`has been questioned; has been reported to mediate`
46	46	REL	`appear to be distributed`
46	1	REL	`appear to be distributed`
1	46	REL	`appear to be distributed`
1	1	REL	`appear to be distributed`
423	69	REL	`substituted; doping`
121	291	REL	`shows; normalized`
677	678	REL	`is performed; are facilitated`
677	1	REL	`is performed; are facilitated`
679	678	REL	`is performed; are facilitated`
679	1	REL	`is performed; are facilitated`
130	680	REL	`could potentiate; to treat`
168	680	REL	`could potentiate; to treat`
1	680	REL	`could potentiate; to treat`
151	459	REL	`labeled; intermediates`
151	456	REL	`labeled; intermediates`
151	458	REL	`labeled; intermediates`
169	168	REL	`can be mediated; may predominate`
1	385	REL	`correlated`
1	45	REL	`correlated`
391	220	REL	`were identified`
391	271	REL	`were identified`
1	220	REL	`were identified`
1	271	REL	`were identified`
219	220	REL	`were identified`
219	271	REL	`were identified`
1	601	REL	`inhibited`
1	681	REL	`identified`
1	682	REL	`identified`
1	683	REL	`identified`
1	20	REL	`identified`
1	80	REL	`inhibited`
1	25	REL	`inhibited`
33	684	REL	`were purchased`
29	684	REL	`were purchased`
685	684	REL	`were purchased`
686	291	REL	`catalog`
13	687	REL	`improved`
13	1	REL	`improved`
13	523	REL	`might inhibit`
1	45	REL	`correlated; correlated`
1	1	REL	`correlated`
25	1	REL	`inhibiting`
247	50	REL	`exhibited`
247	55	REL	`exhibited`
688	689	REL	`intensify`
62	55	REL	`incorporated`
37	57	REL	`to observe`
37	56	REL	`to observe`
690	57	REL	`to observe`
690	56	REL	`to observe`
586	691	REL	`to observe`
50	85	REL	`was comprised`
50	268	REL	`was comprised`
72	85	REL	`was comprised`
72	268	REL	`was comprised`
37	37	REL	`were sacrificed`
312	312	REL	`were sacrificed`
692	427	REL	`was determined`
559	268	REL	`accelerated`
559	50	REL	`accelerated`
559	673	REL	`accelerated`
561	268	REL	`accelerated`
561	50	REL	`accelerated`
561	673	REL	`accelerated`
73	225	REL	`accelerated`
73	70	REL	`accelerated`
223	68	REL	`were analyzed`
68	53	REL	`exhibited`
68	51	REL	`exhibited`
82	53	REL	`exhibited`
82	51	REL	`exhibited`
50	693	REL	`were analyzed`
72	693	REL	`were analyzed`
82	92	REL	`exhibited`
82	80	REL	`exhibited`
82	91	REL	`exhibited`
82	89	REL	`exhibited`
68	92	REL	`exhibited`
68	80	REL	`exhibited`
68	91	REL	`exhibited`
68	89	REL	`exhibited`
667	426	REL	`determined`
248	426	REL	`determined`
314	426	REL	`determined`
26	45	REL	`improve`
26	26	REL	`improve`
26	0	REL	`improve`
18	45	REL	`improve`
18	26	REL	`improve`
18	0	REL	`improve`
1	271	REL	`contributing`
1	1	REL	`contributing`
1	0	REL	`contributing`
0	271	REL	`contributing`
0	1	REL	`contributing`
0	0	REL	`contributing`
0	317	REL	`were downloaded`
45	317	REL	`were downloaded`
96	289	REL	`participate`
96	108	REL	`participate`
96	132	REL	`participate`
1	0	REL	`identifying`
1	114	REL	`was observed`
1	390	REL	`was observed`
1	694	REL	`was observed`
1	105	REL	`was observed`
1	695	REL	`was observed`
1	696	REL	`was observed`
1	0	REL	`was observed`
1	697	REL	`was observed`
1	110	REL	`was observed`
1	698	REL	`was observed`
1	316	REL	`was observed`
1	308	REL	`was observed`
1	107	REL	`was observed`
1	699	REL	`was observed`
1	700	REL	`was observed`
1	110	REL	`were observed`
1	45	REL	`were observed`
1	110	REL	`was identified`
1	107	REL	`was identified`
1	115	REL	`was identified`
1	45	REL	`be observed`
1	45	REL	`was observed`
1	104	REL	`was observed`
1	107	REL	`represented`
1	45	REL	`represented`
1	0	REL	`identify`
701	1	REL	`correlated`
702	1	REL	`correlated`
321	1	REL	`correlated`
1	0	REL	`correlated`
244	107	REL	`correlated`
244	106	REL	`correlated`
1	107	REL	`correlated`
1	106	REL	`correlated`
703	18	REL	`may contribute`
703	704	REL	`may contribute`
1	0	REL	`was identified`
1	1	REL	`represented`
1	103	REL	`observed`
1	104	REL	`observed`
1	102	REL	`observed`
320	0	REL	`suggested`
320	1	REL	`suggested`
1	0	REL	`suggested`
1	1	REL	`suggested`
121	0	REL	`was observed`
45	0	REL	`diagnosed`
45	26	REL	`diagnosed`
45	1	REL	`identify`
45	45	REL	`identify`
1	120	REL	`correlated`
1	52	REL	`correlated`
1	137	REL	`observed`
125	137	REL	`observed`
705	137	REL	`observed`
52	440	REL	`exhibited`
52	1	REL	`correlated`
1	122	REL	`does correlate`
445	1	REL	`were ameliorated`
445	36	REL	`were ameliorated`
177	1	REL	`were ameliorated`
177	36	REL	`were ameliorated`
1	165	REL	`improved`
1	18	REL	`may contribute`
130	1	REL	`were observed`
168	1	REL	`were observed`
151	1	REL	`were observed`
130	168	REL	`were observed; suggesting`
168	130	REL	`were observed; suggesting`
151	130	REL	`were observed; suggesting`
151	168	REL	`were observed; suggesting`
1	169	REL	`might contribute to`
152	169	REL	`may contribute to`
152	706	REL	`may contribute to`
152	229	REL	`may contribute to`
156	169	REL	`following`
156	1	REL	`following`
156	36	REL	`following`
1	227	REL	`exhibited`
36	227	REL	`exhibited`
1	162	REL	`exhibited`
1	333	REL	`exhibited`
1	506	REL	`exhibited`
36	162	REL	`exhibited`
36	333	REL	`exhibited`
36	506	REL	`exhibited`
1	147	REL	`exhibited`
36	147	REL	`exhibited`
147	36	REL	`were observed`
147	1	REL	`were observed`
36	707	REL	`exhibited`
1	707	REL	`exhibited`
36	175	REL	`exhibited; can be observed`
36	708	REL	`exhibited; can be observed`
1	175	REL	`exhibited; can be observed`
1	708	REL	`exhibited; can be observed`
1	111	REL	`positioned`
176	130	REL	`catalyzes`
176	168	REL	`catalyzes`
709	168	REL	`may overlap`
710	168	REL	`may overlap`
141	168	REL	`may overlap`
1	169	REL	`exhibited`
1	168	REL	`exhibited`
1	130	REL	`exhibited`
36	169	REL	`exhibited`
36	168	REL	`exhibited`
36	130	REL	`exhibited`
141	130	REL	`exhibits`
1	448	REL	`improved`
161	177	REL	`may contribute`
1	177	REL	`may contribute`
36	177	REL	`may contribute`
36	66	REL	`followed`
141	66	REL	`followed`
36	36	REL	`followed`
141	36	REL	`followed`
711	712	REL	`dehydrated`
713	460	REL	`to determine`
156	1	REL	`are exhibited`
1	1	REL	`are exhibited`
714	715	REL	`was observed`
716	716	REL	`concluded`
717	718	REL	`stabilized`
717	483	REL	`stabilized`
717	182	REL	`stabilized`
719	718	REL	`stabilized`
719	483	REL	`stabilized`
719	182	REL	`stabilized`
720	182	REL	`could exhibit; following`
146	201	REL	`is considered`
721	721	REL	`includes elongated`
210	380	REL	`followed`
298	159	REL	`comprising`
298	275	REL	`comprising`
306	306	REL	`followed`
360	306	REL	`followed`
210	210	REL	`followed`
722	723	REL	`was purchased`
722	722	REL	`was purchased`
724	380	REL	`followed`
200	380	REL	`followed`
208	209	REL	`was determined`
319	156	REL	`was observed`
263	199	REL	`were identified`
207	199	REL	`were identified`
725	358	REL	`observed`
263	208	REL	`contribute`
520	289	REL	`was determined`
156	726	REL	`were observed`
156	727	REL	`were observed`
156	520	REL	`were observed`
298	661	REL	`does not contribute`
298	147	REL	`does not contribute`
298	211	REL	`does not contribute`
298	728	REL	`followed`
520	156	REL	`accounted`
263	211	REL	`might contribute`
22	26	REL	`reported; highlighting`
1	26	REL	`reported; highlighting`
540	26	REL	`reported; highlighting`
541	26	REL	`reported; highlighting`
542	26	REL	`reported; highlighting`
543	26	REL	`reported; highlighting`
72	315	REL	`showed; corresponding`
50	315	REL	`showed; corresponding`
441	729	REL	`were grown; supplemented`
441	440	REL	`were grown; supplemented`
440	729	REL	`were grown; supplemented`
272	1	REL	`understood; is believed; can dimerize`
272	134	REL	`understood; is believed; can dimerize`
564	730	REL	`was prepared; China)blend`
249	730	REL	`was prepared; China)blend`
45	125	REL	`alleles; were characterized`
45	126	REL	`alleles; were characterized`
1	125	REL	`alleles; were characterized`
1	126	REL	`alleles; were characterized`
156	289	REL	`were quantified; was determined`
209	306	REL	`observed not; extracts; was; may be; used`
302	303	REL	`emits; is; to retain`
1	0	REL	`demonstrated; identifying`
0	18	REL	`have demonstrated; may contribute`
263	64	REL	`were identified; demonstrates`
263	431	REL	`were identified; demonstrates`
207	64	REL	`were identified; demonstrates`
207	431	REL	`were identified; demonstrates`
46	0	REL	`were performed`
1	0	REL	`were performed`
376	13	REL	`was performed`
376	1	REL	`was performed`
559	268	REL	`substituted`
559	269	REL	`substituted`
423	731	REL	`substituted`
423	74	REL	`substituted`
423	732	REL	`substituted`
733	733	REL	`supervised`
734	735	REL	`precipitate`
275	56	REL	`transports`
704	1	REL	`recognizes`
1	0	REL	`was performed`
0	0	REL	`was performed`
1	291	REL	`were normalized`
1	736	REL	`were normalized`
125	291	REL	`were normalized`
125	736	REL	`were normalized`
52	291	REL	`were normalized`
52	736	REL	`were normalized`
318	291	REL	`were normalized`
318	736	REL	`were normalized`
737	737	REL	`were performed`
1	738	REL	`were visualized`
336	739	REL	`was performed`
122	740	REL	`subtypes`
125	677	REL	`can transport`
1	291	REL	`normalized`
122	291	REL	`normalized`
632	159	REL	`was compensated`
632	156	REL	`was compensated`
632	155	REL	`was compensated`
632	152	REL	`was compensated`
632	160	REL	`was compensated`
160	459	REL	`intermediates`
160	456	REL	`intermediates`
160	458	REL	`intermediates`
1	169	REL	`compensate`
331	741	REL	`were performed`
167	36	REL	`were performed`
169	36	REL	`were performed`
1	36	REL	`were performed`
506	36	REL	`were quantified`
506	239	REL	`were quantified`
130	1	REL	`is understood`
168	1	REL	`is understood`
155	169	REL	`compensated`
155	1	REL	`compensated`
155	36	REL	`compensated`
152	169	REL	`compensated`
152	1	REL	`compensated`
152	36	REL	`compensated`
156	169	REL	`compensated`
156	1	REL	`compensated`
156	36	REL	`compensated`
168	742	REL	`transported`
36	36	REL	`were backcrossed`
1	36	REL	`were backcrossed`
1	147	REL	`were administered`
36	147	REL	`were administered`
147	147	REL	`were administered`
1	465	REL	`were administered`
743	465	REL	`were administered`
36	465	REL	`were administered`
141	705	REL	`were normalized`
1	705	REL	`were normalized`
130	1	REL	`intermediates`
130	36	REL	`intermediates`
168	1	REL	`intermediates`
168	36	REL	`intermediates`
160	1	REL	`intermediates`
160	36	REL	`intermediates`
720	744	REL	`diminishes`
520	728	REL	`were quantified`
745	746	REL	`can be considered; are; concerning`
745	747	REL	`can be considered; are; concerning`
745	353	REL	`can be considered; are; concerning`
50	62	REL	`showed; was; owing`
72	50	REL	`showed; was; owing`
72	62	REL	`showed; was; owing`
748	741	REL	`may be; driven; facilitated`
1	590	REL	`is; including`
1	749	REL	`is; including`
1	750	REL	`is; including`
1	17	REL	`is; including`
1	751	REL	`is; including`
1	752	REL	`is; including`
70	753	REL	`were; leading`
580	411	REL	`were; to form`
1	754	REL	`is; belongs`
677	147	REL	`are; including`
677	755	REL	`are; including`
677	156	REL	`are; including`
130	147	REL	`are; including`
130	755	REL	`are; including`
130	156	REL	`are; including`
168	147	REL	`are; including`
168	755	REL	`are; including`
168	156	REL	`are; including`
200	520	REL	`was; leading`
1	45	REL	`may be; treating; identifying`
1	0	REL	`may be; treating; identifying`
1	0	REL	`was; suggesting; treating`
1	45	REL	`was; suggesting; treating`
1	121	REL	`differs; is not; exhibit`
756	199	REL	`is not; documented; reports`
520	501	REL	`were identified; were; coeluted`
18	0	REL	`highlighting`
18	45	REL	`highlighting`
18	25	REL	`highlighting`
18	26	REL	`highlighting`
18	294	REL	`highlighting`
757	758	REL	`supplemented`
68	265	REL	`demonstrated`
68	573	REL	`demonstrated`
1	18	REL	`demonstrates`
1	0	REL	`demonstrates`
1	1	REL	`corresponding`
141	1	REL	`highlight`
141	111	REL	`highlight`
1	168	REL	`can be circumvented`
1	152	REL	`can be circumvented`
1	155	REL	`can be circumvented`
1	455	REL	`can be circumvented`
36	1	REL	`were established`
147	665	REL	`supplemented`
669	759	REL	`were solubilized`
669	670	REL	`were solubilized`
261	760	REL	`highlighting`
261	761	REL	`highlighting`
274	274	REL	`been demonstrated`
762	763	REL	`was; reverse transcribed`
762	764	REL	`was; reverse transcribed`
329	763	REL	`was; reverse transcribed`
329	764	REL	`was; reverse transcribed`
120	765	REL	`is; is predicted to be located`
45	766	REL	`include stunting; being`
68	767	REL	`exhibited; concluding; is`
1	125	REL	`was characterized`
45	768	REL	`were characterized`
45	769	REL	`were characterized`
501	745	REL	`be distinguished`
1	26	REL	`is; shows`
1	0	REL	`is; shows`
1	25	REL	`is; shows`
0	552	REL	`are; to become`
45	552	REL	`are; to become`
72	770	REL	`was; showing`
50	770	REL	`was; showing`
75	577	REL	`were; possessed`
427	68	REL	`show; is`
50	384	REL	`is; to treat`
50	512	REL	`is; to treat`
72	384	REL	`is; to treat`
72	512	REL	`is; to treat`
1	771	REL	`is; may serve`
1	45	REL	`is; may serve`
1	0	REL	`is; may serve`
24	772	REL	`has been; spread`
26	772	REL	`has been; spread`
1	282	REL	`is; known`
1	26	REL	`is; may serve`
1	18	REL	`is; may serve`
1	46	REL	`was; possessed`
1	0	REL	`may be; treating`
1	0	REL	`is; involved`
282	0	REL	`is; involved`
226	305	REL	`is; known`
226	125	REL	`is; known`
52	122	REL	`turned; to be`
1	122	REL	`turned; to be`
152	1	REL	`was; seen`
152	36	REL	`was; seen`
147	1	REL	`was; seen`
147	36	REL	`was; seen`
1	36	REL	`was; seen`
36	1	REL	`was; seen`
1	773	REL	`is; involved`
774	775	REL	`reported to be; is`
207	776	REL	`are; known`
241	211	REL	`are; were reported to be`
156	211	REL	`are; were reported to be`
147	168	REL	`were; seen following`
36	168	REL	`were; seen following`
42	1	REL	`was; followed`
0	45	REL	`to be; determining`
104	1	REL	`were; suggesting`
114	1	REL	`were; suggesting`
1	0	REL	`was; correlated`
1	114	REL	`was; correlated`
1	104	REL	`was; correlated`
1	106	REL	`was; correlated`
1	103	REL	`was; correlated`
1	244	REL	`was; correlated`
1	225	REL	`were; suggesting`
1	130	REL	`were; suggesting`
36	225	REL	`were; suggesting`
36	130	REL	`were; suggesting`
130	225	REL	`were; suggesting`
756	199	REL	`is not; documented`
756	651	REL	`is not; documented`
236	777	REL	`is; can contribute`
491	777	REL	`is; can contribute`
161	36	REL	`are; were quantified`
161	239	REL	`are; were quantified`
350	287	REL	`are; can be jeopardized`
1	294	REL	`are; could be; distinguishing`
778	294	REL	`are; could be; distinguishing`
1	754	REL	`is`
1	779	REL	`is`
1	107	REL	`were`
1	106	REL	`were`
1	18	REL	`were`
780	107	REL	`were`
780	106	REL	`were`
780	18	REL	`were`
40	18	REL	`is`
781	18	REL	`is`
1	0	REL	`is`
1	45	REL	`is`
1	26	REL	`is`
20	1	REL	`were`
252	1	REL	`is`
252	20	REL	`is`
266	1	REL	`is`
266	20	REL	`is`
782	783	REL	`were`
308	45	REL	`was`
45	45	REL	`was`
784	45	REL	`was`
785	45	REL	`was`
45	786	REL	`was`
45	787	REL	`was`
45	788	REL	`was`
45	789	REL	`was`
308	786	REL	`was`
308	787	REL	`was`
308	788	REL	`was`
308	789	REL	`was`
1	1	REL	`were`
1	42	REL	`is`
220	0	REL	`is; is`
220	45	REL	`is; is`
1	31	REL	`is not`
0	31	REL	`is not`
780	31	REL	`is not`
1	780	REL	`are`
1	1	REL	`are`
0	780	REL	`are`
0	1	REL	`are`
220	318	REL	`is`
0	18	REL	`could be`
0	271	REL	`could be`
1	220	REL	`are`
1	271	REL	`are`
778	220	REL	`are`
778	271	REL	`are`
1	45	REL	`would be`
1	385	REL	`would be`
38	45	REL	`would be`
38	385	REL	`would be`
42	42	REL	`was`
1	42	REL	`was`
57	56	REL	`is`
790	763	REL	`was`
50	45	REL	`was`
72	45	REL	`was`
69	82	REL	`were`
69	68	REL	`were`
250	82	REL	`were`
250	68	REL	`were`
75	82	REL	`were`
75	68	REL	`were`
50	268	REL	`was`
72	268	REL	`was`
50	268	REL	`were`
72	268	REL	`were`
50	72	REL	`were; is`
72	50	REL	`were; is`
70	70	REL	`were`
580	580	REL	`were`
573	249	REL	`was`
249	247	REL	`were`
249	574	REL	`were`
574	247	REL	`were`
574	574	REL	`were`
425	584	REL	`was`
425	791	REL	`was`
576	584	REL	`was`
576	791	REL	`was`
249	72	REL	`was`
249	50	REL	`was`
68	767	REL	`is`
792	792	REL	`is`
72	45	REL	`were`
50	45	REL	`were`
50	55	REL	`is`
50	50	REL	`is`
72	55	REL	`is`
72	50	REL	`is`
24	25	REL	`has been`
24	252	REL	`has been`
26	25	REL	`has been`
26	252	REL	`has been`
1	252	REL	`is`
1	18	REL	`is`
1	0	REL	`was`
1	700	REL	`was`
1	793	REL	`was`
1	99	REL	`was`
1	271	REL	`may be`
1	1	REL	`is`
1	794	REL	`is`
601	18	REL	`is`
8	18	REL	`is`
1	271	REL	`is`
110	0	REL	`was`
1	1	REL	`was`
1	45	REL	`was`
1	118	REL	`was`
1	107	REL	`was`
46	1	REL	`is`
46	0	REL	`is`
600	795	REL	`are`
600	796	REL	`are`
109	1	REL	`may be`
320	18	REL	`was`
320	46	REL	`was`
1	104	REL	`was`
1	103	REL	`was`
1	106	REL	`was`
1	797	REL	`was`
1	798	REL	`was`
26	799	REL	`has been`
1	25	REL	`is`
800	45	REL	`is`
800	26	REL	`is`
800	0	REL	`is`
801	43	REL	`were`
801	802	REL	`were`
801	0	REL	`were`
801	45	REL	`were`
801	26	REL	`were`
1	0	REL	`may be`
1	803	REL	`is`
282	803	REL	`is`
121	271	REL	`are`
125	271	REL	`are`
283	804	REL	`is`
122	804	REL	`is`
226	305	REL	`is`
226	612	REL	`is`
226	125	REL	`is`
1	57	REL	`is`
122	441	REL	`were`
122	805	REL	`were`
122	440	REL	`were`
122	806	REL	`were`
1	120	REL	`was`
125	122	REL	`was`
1	120	REL	`was not`
52	120	REL	`was not`
125	120	REL	`was not`
122	441	REL	`was`
1	122	REL	`is`
272	122	REL	`is`
272	45	REL	`is`
1	123	REL	`were`
122	1	REL	`were`
122	123	REL	`were`
729	1	REL	`were`
729	123	REL	`were`
120	124	REL	`is`
125	126	REL	`may be`
52	120	REL	`is not; is`
677	620	REL	`are`
677	807	REL	`are`
677	160	REL	`are`
677	619	REL	`are`
130	620	REL	`are`
130	807	REL	`are`
130	160	REL	`are`
130	619	REL	`are`
168	620	REL	`are`
168	807	REL	`are`
168	160	REL	`are`
168	619	REL	`are`
130	288	REL	`is`
130	808	REL	`is`
144	286	REL	`is`
144	287	REL	`is`
809	810	REL	`is`
111	811	REL	`would be`
1	811	REL	`would be`
130	811	REL	`would be`
168	811	REL	`would be`
1	36	REL	`were`
36	1	REL	`were`
36	36	REL	`were`
130	1	REL	`were`
130	36	REL	`were`
130	169	REL	`are`
168	169	REL	`are`
147	1	REL	`were`
147	36	REL	`were`
168	130	REL	`was`
506	1	REL	`were`
506	36	REL	`were`
629	1	REL	`were`
36	36	REL	`was`
36	147	REL	`was`
36	1	REL	`was`
147	36	REL	`was`
147	147	REL	`was`
147	1	REL	`was`
465	1	REL	`was`
465	36	REL	`was`
1	36	REL	`was`
1	141	REL	`might be`
1	469	REL	`are`
1	445	REL	`are`
36	469	REL	`are`
36	445	REL	`are`
182	812	REL	`are`
182	233	REL	`was; is`
366	638	REL	`is`
484	760	REL	`are`
483	760	REL	`are`
813	381	REL	`was`
488	814	REL	`was`
488	286	REL	`was`
488	774	REL	`was`
236	491	REL	`is`
491	491	REL	`is`
619	45	REL	`is`
242	306	REL	`is`
486	306	REL	`is`
815	159	REL	`being`
816	159	REL	`being`
817	159	REL	`being`
486	306	REL	`are`
306	201	REL	`were`
306	263	REL	`were`
818	819	REL	`was`
486	820	REL	`are`
486	821	REL	`are`
486	822	REL	`are`
486	823	REL	`are`
520	820	REL	`are`
520	821	REL	`are`
520	822	REL	`are`
520	823	REL	`are`
156	200	REL	`might be`
745	746	REL	`is`
745	824	REL	`is`
745	747	REL	`is`
745	353	REL	`is`
241	211	REL	`are`
241	520	REL	`are`
241	661	REL	`are`
156	211	REL	`are`
156	520	REL	`are`
156	661	REL	`are`
263	199	REL	`are`
208	31	REL	`is`
813	760	REL	`are`
519	766	REL	`being`
825	501	REL	`were`
